Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000128359	0	0	0	0	0	0
ENSMUSG00000128360	4	3	2	3	3	0
ENSMUSG00000128361	0	0	0	0	0	0
ENSMUSG00000128362	6	0	5	4	2	0
ENSMUSG00000128363	1	1	0	1	0	0
ENSMUSG00000128364	0	0	0	0	0	0
ENSMUSG00000128365	0	0	0	0	0	0
ENSMUSG00000128366	0	0	0	0	0	0
ENSMUSG00000128367	1	1	0	0	2	3
ENSMUSG00000128368	1	1	0	0	0	0
ENSMUSG00000128369	1	0	0	0	0	0
ENSMUSG00000128370	1	0	0	0	0	0
ENSMUSG00000128371	0	0	0	0	0	0
ENSMUSG00000128372	6	6	8	2	10	10
ENSMUSG00000128373	1	0	1	0	0	0
ENSMUSG00000128374	1	5	2	20	7	9
ENSMUSG00000128375	0	0	0	0	0	0
ENSMUSG00000128376	0	0	0	0	1	0
ENSMUSG00000128377	0	0	0	0	0	0
ENSMUSG00000128378	0	0	0	0	0	0
ENSMUSG00000128379	0	0	0	0	0	0
ENSMUSG00000128380	0	0	0	0	0	0
ENSMUSG00000128381	0	2	0	0	0	0
ENSMUSG00000128382	0	0	0	0	0	0
ENSMUSG00000128383	0	0	0	0	0	0
ENSMUSG00000128384	0	0	0	1	1	0
ENSMUSG00000128386	0	0	0	0	0	2
ENSMUSG00000128387	10	8	6	13	5	15
ENSMUSG00000128388	0	0	0	0	0	0
ENSMUSG00000128389	0	0	0	0	1	2
ENSMUSG00000128390	0	0	0	0	0	0
ENSMUSG00000128391	0	0	0	1	0	1
ENSMUSG00000128392	1	0	0	0	0	1
ENSMUSG00000128393	0	0	0	1	0	1
ENSMUSG00000128394	2	3	2	5	0	1
ENSMUSG00000128395	0	0	0	0	0	0
ENSMUSG00000128396	0	0	0	0	0	0
ENSMUSG00000128397	0	0	0	0	0	0
ENSMUSG00000128398	22	31	18	24	21	23
ENSMUSG00000128399	0	0	0	0	0	0
ENSMUSG00000128400	7	7	11	12	14	9
ENSMUSG00000128401	0	0	1	1	0	0
ENSMUSG00000128402	0	0	0	0	0	0
ENSMUSG00000128403	0	0	0	0	0	0
ENSMUSG00000128404	0	0	0	0	0	1
ENSMUSG00000128405	2	4	1	0	0	1
ENSMUSG00000128406	1	2	0	0	0	0
ENSMUSG00000128407	0	0	0	1	0	0
ENSMUSG00000128408	0	0	0	1	0	0
ENSMUSG00000128409	0	0	0	0	0	0
ENSMUSG00000128410	0	0	0	0	0	0
ENSMUSG00000128411	0	0	0	0	0	0
ENSMUSG00000128412	0	2	1	1	1	1
ENSMUSG00000128413	9	13	6	14	14	8
ENSMUSG00000128414	0	0	0	0	1	0
ENSMUSG00000128415	0	0	0	0	0	0
ENSMUSG00000128416	0	0	0	1	0	0
ENSMUSG00000128417	0	0	0	0	0	0
ENSMUSG00000128418	1	0	1	1	0	0
ENSMUSG00000128419	0	0	0	0	0	0
ENSMUSG00000128420	0	0	0	0	0	1
ENSMUSG00000128421	0	0	0	0	0	0
ENSMUSG00000128422	275	255	268	219	280	313
ENSMUSG00000128423	16	24	23	16	15	18
ENSMUSG00000128424	5	9	1	4	3	3
ENSMUSG00000128425	3	0	4	1	2	1
ENSMUSG00000128426	0	0	0	0	0	2
ENSMUSG00000128427	0	0	0	0	0	0
ENSMUSG00000128428	0	0	0	0	0	0
ENSMUSG00000128429	0	1	0	0	0	0
ENSMUSG00000128430	0	0	0	0	0	0
ENSMUSG00000128431	0	1	0	0	0	0
ENSMUSG00000128432	0	0	0	0	0	0
ENSMUSG00000128433	0	0	1	0	0	0
ENSMUSG00000128434	0	0	0	0	0	0
ENSMUSG00000128435	0	0	0	0	0	0
ENSMUSG00000128436	1	1	1	1	1	3
ENSMUSG00000128437	0	0	0	0	0	1
ENSMUSG00000128438	1	0	0	0	0	0
ENSMUSG00000128439	0	0	0	0	0	0
ENSMUSG00000128440	2	2	3	5	3	1
ENSMUSG00000128441	0	0	0	0	0	0
ENSMUSG00000128442	7	5	3	11	8	13
ENSMUSG00000128443	0	0	0	0	0	0
ENSMUSG00000128444	0	0	0	0	0	0
ENSMUSG00000128445	0	0	0	0	1	0
ENSMUSG00000128446	0	0	0	0	0	0
ENSMUSG00000128447	3	3	3	9	2	7
ENSMUSG00000128448	3	6	5	3	4	6
ENSMUSG00000128449	1	0	0	0	0	2
ENSMUSG00000128450	0	1	0	0	0	0
ENSMUSG00000128451	0	0	0	0	0	1
ENSMUSG00000128452	2	1	2	7	4	5
ENSMUSG00000128453	1	0	0	1	0	1
ENSMUSG00000128454	0	1	0	0	0	0
ENSMUSG00000128455	1	0	1	3	0	0
ENSMUSG00000128456	7	9	5	16	13	18
ENSMUSG00000128457	0	1	2	1	3	3
ENSMUSG00000128458	0	0	0	0	0	0
ENSMUSG00000128459	3	1	6	2	4	5
ENSMUSG00000128460	0	0	0	0	0	0
ENSMUSG00000128461	0	0	0	0	0	0
ENSMUSG00000128462	22	6	11	24	16	20
ENSMUSG00000128463	0	0	0	0	0	0
ENSMUSG00000128464	0	0	0	0	0	0
ENSMUSG00000128465	51	44	43	47	57	42
ENSMUSG00000128466	0	0	0	0	0	0
ENSMUSG00000128467	0	0	0	0	0	0
ENSMUSG00000128468	0	0	0	0	0	1
ENSMUSG00000128469	0	0	0	0	0	1
ENSMUSG00000128470	0	0	0	0	0	0
ENSMUSG00000128471	0	0	0	0	0	0
ENSMUSG00000128472	0	0	0	0	0	0
ENSMUSG00000128473	2	0	4	2	2	1
ENSMUSG00000128474	0	0	0	0	1	0
ENSMUSG00000128475	0	0	0	0	0	0
ENSMUSG00000128476	4	2	3	0	3	0
ENSMUSG00000128477	0	0	0	0	0	0
ENSMUSG00000128478	0	0	0	0	0	0
ENSMUSG00000128479	0	0	0	0	0	0
ENSMUSG00000128480	0	0	1	2	1	1
ENSMUSG00000128481	2	3	1	6	1	10
ENSMUSG00000128482	0	0	0	1	0	0
ENSMUSG00000128483	0	0	0	0	0	0
ENSMUSG00000128484	0	0	0	0	0	0
ENSMUSG00000128485	0	0	0	0	0	0
ENSMUSG00000128486	0	0	0	0	0	0
ENSMUSG00000128487	3	3	3	1	1	0
ENSMUSG00000128488	0	3	1	0	0	1
ENSMUSG00000128489	0	0	2	0	0	0
ENSMUSG00000128490	0	0	0	0	0	0
ENSMUSG00000128491	0	0	0	0	0	0
ENSMUSG00000128492	0	1	0	0	1	0
ENSMUSG00000128493	0	0	0	0	0	0
ENSMUSG00000128494	0	1	0	2	2	0
ENSMUSG00000128495	7	8	5	0	6	3
ENSMUSG00000128496	0	0	0	0	0	0
ENSMUSG00000128497	0	0	0	0	0	0
ENSMUSG00000128498	0	0	0	0	0	0
ENSMUSG00000128499	0	1	0	2	0	2
ENSMUSG00000128500	1	3	3	0	1	1
ENSMUSG00000128502	0	0	1	0	0	0
ENSMUSG00000128503	0	0	1	0	0	0
ENSMUSG00000128504	0	0	1	0	0	0
ENSMUSG00000128505	23	12	10	39	24	25
ENSMUSG00000128506	108	97	90	141	121	86
ENSMUSG00000128507	0	0	0	0	0	0
ENSMUSG00000128508	14	11	17	12	11	15
ENSMUSG00000128509	0	0	0	0	0	0
ENSMUSG00000128510	5	6	1	6	4	4
ENSMUSG00000128511	0	0	0	0	0	0
ENSMUSG00000128512	1	3	0	1	0	0
ENSMUSG00000128513	0	2	1	3	4	3
ENSMUSG00000128514	0	0	0	0	0	0
ENSMUSG00000128515	1	3	0	1	1	0
ENSMUSG00000128516	0	0	0	0	0	0
ENSMUSG00000128517	0	2	2	1	0	2
ENSMUSG00000128518	1	0	0	1	0	0
ENSMUSG00000128519	2	0	3	0	1	0
ENSMUSG00000128520	0	0	0	0	0	0
ENSMUSG00000128521	0	1	0	0	0	0
ENSMUSG00000128522	4	5	3	9	9	5
ENSMUSG00000128523	0	0	0	0	1	1
ENSMUSG00000128524	0	0	0	0	0	0
ENSMUSG00000128525	0	0	0	0	1	0
ENSMUSG00000128526	0	0	0	0	0	0
ENSMUSG00000128527	0	0	0	0	0	0
ENSMUSG00000128528	7	3	12	11	2	8
ENSMUSG00000128529	0	0	2	2	1	3
ENSMUSG00000128530	0	0	0	0	0	0
ENSMUSG00000128531	1	1	0	2	0	1
ENSMUSG00000128532	3	2	2	2	4	2
ENSMUSG00000128533	1	0	0	0	0	0
ENSMUSG00000128534	0	0	0	0	0	0
ENSMUSG00000128535	0	0	0	0	1	0
ENSMUSG00000128536	6	1	2	0	4	1
ENSMUSG00000128537	4	0	1	2	7	1
ENSMUSG00000128538	0	0	0	0	1	1
ENSMUSG00000128539	0	0	0	0	0	1
ENSMUSG00000128540	0	0	0	0	0	0
ENSMUSG00000128541	0	0	0	0	0	0
ENSMUSG00000128542	0	0	0	0	0	0
ENSMUSG00000128543	0	0	0	0	1	0
ENSMUSG00000128544	3	3	4	5	2	5
ENSMUSG00000128545	2	3	2	3	2	1
ENSMUSG00000128546	0	0	0	0	0	0
ENSMUSG00000128547	1	2	0	1	1	1
ENSMUSG00000128548	0	0	0	0	0	0
ENSMUSG00000128549	14	11	16	9	10	15
ENSMUSG00000128550	0	0	0	0	0	0
ENSMUSG00000128551	0	0	1	0	0	0
ENSMUSG00000128552	0	0	0	0	0	0
ENSMUSG00000128553	0	0	0	0	0	0
ENSMUSG00000128554	5	2	2	5	0	7
ENSMUSG00000128555	11	5	10	16	16	17
ENSMUSG00000128556	1	1	2	0	1	2
ENSMUSG00000128557	0	0	1	0	0	0
ENSMUSG00000128558	1	1	0	0	1	1
ENSMUSG00000128559	0	0	0	0	0	0
ENSMUSG00000128560	0	0	0	0	0	0
ENSMUSG00000128561	0	1	0	0	0	0
ENSMUSG00000128562	1	0	0	0	0	0
ENSMUSG00000128563	21	14	16	18	21	19
ENSMUSG00000128564	0	1	1	0	0	0
ENSMUSG00000128565	0	0	0	0	0	0
ENSMUSG00000128566	0	0	0	0	0	0
ENSMUSG00000128567	0	0	3	0	2	1
ENSMUSG00000128568	1	0	0	1	1	0
ENSMUSG00000128569	0	0	0	0	0	0
ENSMUSG00000128570	0	0	0	0	0	2
ENSMUSG00000128571	0	0	0	2	0	1
ENSMUSG00000128572	0	0	0	0	0	0
ENSMUSG00000128573	0	0	0	0	0	0
ENSMUSG00000128574	42	33	41	22	46	41
ENSMUSG00000128575	0	0	0	0	0	0
ENSMUSG00000128576	0	0	0	0	0	0
ENSMUSG00000128577	0	0	0	0	0	0
ENSMUSG00000128578	1	1	0	0	1	0
ENSMUSG00000128579	0	0	0	0	0	0
ENSMUSG00000128580	0	0	0	0	0	0
ENSMUSG00000128581	0	1	0	0	0	0
ENSMUSG00000128582	2	1	6	5	1	0
ENSMUSG00000128583	0	2	0	0	0	1
ENSMUSG00000128584	0	0	0	0	0	0
ENSMUSG00000128585	0	0	0	0	0	0
ENSMUSG00000128586	0	0	0	0	0	0
ENSMUSG00000128587	1	0	0	1	0	0
ENSMUSG00000128588	0	0	0	0	0	0
ENSMUSG00000128589	12	11	5	6	3	4
ENSMUSG00000128590	0	0	0	0	0	0
ENSMUSG00000128591	0	0	0	0	0	0
ENSMUSG00000128592	25	29	13	23	47	32
ENSMUSG00000128593	0	0	0	0	0	0
ENSMUSG00000128594	0	0	0	0	0	0
ENSMUSG00000128595	1	1	2	2	3	0
ENSMUSG00000128597	0	0	0	0	0	0
ENSMUSG00000128598	0	0	1	0	0	0
ENSMUSG00000128599	0	0	0	0	0	0
ENSMUSG00000128600	0	0	0	0	0	0
ENSMUSG00000128601	0	0	0	0	0	0
ENSMUSG00000128602	4	6	1	8	5	7
ENSMUSG00000128603	0	0	1	1	0	0
ENSMUSG00000128604	8	6	10	8	7	4
ENSMUSG00000128606	0	0	0	0	0	0
ENSMUSG00000128607	2	0	0	0	0	0
ENSMUSG00000128608	1	1	0	0	0	1
ENSMUSG00000128609	0	0	0	0	0	0
ENSMUSG00000128610	3	1	2	2	5	4
ENSMUSG00000128611	7	5	6	9	3	13
ENSMUSG00000128612	1	1	0	0	0	1
ENSMUSG00000128613	0	0	0	0	0	0
ENSMUSG00000128614	0	1	0	0	1	1
ENSMUSG00000128615	0	0	0	0	0	0
ENSMUSG00000128616	14	22	21	17	17	13
ENSMUSG00000128617	29	22	28	32	30	28
ENSMUSG00000128618	0	1	6	4	5	6
ENSMUSG00000128619	0	0	0	0	0	1
ENSMUSG00000128620	0	0	0	0	0	0
ENSMUSG00000128622	3	3	5	1	3	3
ENSMUSG00000128623	19	11	10	19	21	17
ENSMUSG00000128624	0	0	0	0	0	0
ENSMUSG00000128625	6	7	3	6	4	2
ENSMUSG00000128626	0	0	0	0	0	0
ENSMUSG00000128627	2	0	0	1	1	2
ENSMUSG00000128628	2	7	7	9	8	3
ENSMUSG00000128629	0	0	1	1	1	0
ENSMUSG00000128630	22	13	16	20	20	19
ENSMUSG00000128631	0	0	0	0	0	0
ENSMUSG00000128632	0	0	0	1	0	0
ENSMUSG00000128633	0	0	0	0	0	0
ENSMUSG00000128634	0	0	0	0	0	0
ENSMUSG00000128635	0	0	1	1	1	2
ENSMUSG00000128636	0	0	0	0	0	1
ENSMUSG00000128637	0	0	0	0	0	0
ENSMUSG00000128638	0	0	0	0	0	0
ENSMUSG00000128639	1	0	0	1	0	2
ENSMUSG00000128640	0	0	0	0	0	0
ENSMUSG00000128641	0	0	0	0	0	0
ENSMUSG00000128642	0	0	0	0	0	0
ENSMUSG00000128643	4	3	9	7	7	13
ENSMUSG00000128645	0	0	0	0	0	0
ENSMUSG00000128646	0	0	0	0	0	0
ENSMUSG00000128647	1	0	0	0	0	1
ENSMUSG00000128648	3	2	1	2	5	0
ENSMUSG00000128649	0	0	0	0	0	0
ENSMUSG00000128650	0	0	0	0	0	0
ENSMUSG00000128651	0	0	0	0	0	0
ENSMUSG00000128652	0	6	4	1	2	0
ENSMUSG00000128653	0	1	0	0	2	1
ENSMUSG00000128654	3	2	4	1	0	2
ENSMUSG00000128655	0	0	0	0	0	0
ENSMUSG00000128656	0	0	0	0	0	0
ENSMUSG00000128657	0	1	0	0	1	0
ENSMUSG00000128658	0	0	0	0	0	0
ENSMUSG00000128659	2	0	0	0	0	0
ENSMUSG00000128660	0	0	0	0	0	0
ENSMUSG00000128661	3	8	8	0	7	9
ENSMUSG00000128662	0	0	1	0	0	0
ENSMUSG00000128663	0	0	0	0	0	0
ENSMUSG00000128664	2	1	0	0	2	0
ENSMUSG00000128665	0	0	1	0	0	0
ENSMUSG00000128666	4	5	9	0	3	5
ENSMUSG00000128667	0	0	0	0	0	0
ENSMUSG00000128668	0	0	0	0	0	0
ENSMUSG00000128669	0	0	0	0	0	0
ENSMUSG00000128670	0	0	0	0	0	0
ENSMUSG00000128671	0	0	0	0	1	1
ENSMUSG00000128672	0	0	0	0	2	0
ENSMUSG00000128673	0	0	0	0	1	0
ENSMUSG00000128674	0	0	0	0	0	0
ENSMUSG00000128675	0	0	0	0	0	0
ENSMUSG00000128676	0	0	3	3	0	3
ENSMUSG00000128677	0	0	0	0	0	0
ENSMUSG00000128678	0	0	0	0	2	0
ENSMUSG00000128679	2	1	0	2	0	0
ENSMUSG00000128680	3	7	13	7	11	3
ENSMUSG00000128681	0	0	0	0	0	0
ENSMUSG00000128682	0	0	0	0	0	0
ENSMUSG00000128683	0	0	0	0	0	0
ENSMUSG00000128684	4	13	4	10	4	5
ENSMUSG00000128685	0	0	0	1	0	1
ENSMUSG00000128686	1	1	0	2	1	3
ENSMUSG00000128687	0	0	0	1	0	1
ENSMUSG00000128688	0	0	0	0	0	0
ENSMUSG00000128689	0	0	0	0	0	0
ENSMUSG00000128691	0	0	0	0	0	0
ENSMUSG00000128692	1	4	6	4	5	3
ENSMUSG00000128693	0	0	0	0	0	0
ENSMUSG00000128694	0	0	0	0	0	0
ENSMUSG00000128695	31	32	44	33	21	34
ENSMUSG00000128696	0	0	2	0	0	2
ENSMUSG00000128697	2	0	0	5	4	2
ENSMUSG00000128698	0	0	0	0	0	0
ENSMUSG00000128699	0	0	0	0	0	0
ENSMUSG00000128700	0	0	0	0	0	0
ENSMUSG00000128701	245	222	219	222	177	213
ENSMUSG00000128702	0	0	0	0	0	0
ENSMUSG00000128703	0	0	0	0	0	0
ENSMUSG00000128704	0	0	0	0	0	1
ENSMUSG00000128705	1	0	1	1	0	0
ENSMUSG00000128706	0	0	0	7	3	3
ENSMUSG00000128708	0	0	0	0	0	0
ENSMUSG00000128709	8	9	14	10	17	11
ENSMUSG00000128710	0	1	0	0	0	1
ENSMUSG00000128711	0	0	0	0	0	0
ENSMUSG00000128712	0	1	0	0	0	0
ENSMUSG00000128713	0	0	0	0	0	0
ENSMUSG00000128714	3	4	1	8	7	1
ENSMUSG00000128715	2	3	1	1	0	2
ENSMUSG00000128716	0	1	0	0	0	0
ENSMUSG00000128717	0	0	0	0	0	1
ENSMUSG00000128718	0	0	0	0	0	0
ENSMUSG00000128719	0	0	0	0	1	0
ENSMUSG00000128720	0	0	0	0	0	1
ENSMUSG00000128721	0	0	0	0	0	0
ENSMUSG00000128722	0	0	0	0	0	0
ENSMUSG00000128723	0	0	0	0	0	0
ENSMUSG00000128724	0	0	0	0	1	0
ENSMUSG00000128725	1	1	0	0	1	0
ENSMUSG00000128726	0	0	0	0	0	0
ENSMUSG00000128727	2	0	0	0	0	0
ENSMUSG00000128728	0	0	0	0	0	0
ENSMUSG00000128729	1	0	1	0	0	0
ENSMUSG00000128730	4	2	5	7	7	5
ENSMUSG00000128731	0	0	3	0	0	1
ENSMUSG00000128732	0	0	0	0	0	0
ENSMUSG00000128733	0	0	0	0	0	0
ENSMUSG00000128734	1	1	1	1	0	0
ENSMUSG00000128735	2	1	0	2	2	1
ENSMUSG00000128736	0	2	0	0	0	2
ENSMUSG00000128737	10	2	4	9	5	3
ENSMUSG00000128738	2	0	1	2	1	5
ENSMUSG00000128739	2	2	2	2	0	1
ENSMUSG00000128740	0	0	0	1	0	0
ENSMUSG00000128741	1	0	2	4	4	4
ENSMUSG00000128742	0	0	0	0	0	0
ENSMUSG00000128743	1	0	2	1	0	1
ENSMUSG00000128744	0	0	0	0	0	0
ENSMUSG00000128745	1	1	1	0	0	3
ENSMUSG00000128746	0	0	0	0	0	1
ENSMUSG00000128747	1	0	0	1	2	1
ENSMUSG00000128748	0	0	0	0	0	0
ENSMUSG00000128749	0	0	0	0	0	0
ENSMUSG00000128750	1	0	0	0	1	1
ENSMUSG00000128751	0	0	0	0	1	0
ENSMUSG00000128752	0	0	0	0	0	0
ENSMUSG00000128753	0	0	1	0	0	0
ENSMUSG00000128754	5	3	4	6	0	2
ENSMUSG00000128755	1	3	0	3	0	0
ENSMUSG00000128756	1	1	0	1	0	0
ENSMUSG00000128757	0	0	1	0	0	0
ENSMUSG00000128758	0	0	0	0	1	0
ENSMUSG00000128759	0	1	2	0	0	0
ENSMUSG00000128760	0	0	0	0	1	1
ENSMUSG00000128761	1	0	0	1	0	2
ENSMUSG00000128762	3	7	1	6	3	4
ENSMUSG00000128763	0	0	0	0	0	0
ENSMUSG00000128764	4	1	0	1	2	1
ENSMUSG00000128765	1	0	0	0	1	0
ENSMUSG00000128766	0	0	0	0	0	0
ENSMUSG00000128767	0	0	0	0	0	0
ENSMUSG00000128768	4	4	8	2	0	2
ENSMUSG00000128769	0	0	0	0	0	0
ENSMUSG00000128770	2	2	3	1	1	1
ENSMUSG00000128771	0	0	0	0	0	0
ENSMUSG00000128772	0	0	0	0	0	0
ENSMUSG00000128773	0	0	0	0	0	0
ENSMUSG00000128774	0	0	0	0	0	0
ENSMUSG00000128775	0	0	0	0	0	0
ENSMUSG00000128776	0	0	0	0	0	0
ENSMUSG00000128777	0	1	0	0	1	1
ENSMUSG00000128778	0	0	0	0	0	0
ENSMUSG00000128779	13	14	14	22	16	36
ENSMUSG00000128780	0	0	0	0	0	0
ENSMUSG00000128781	0	0	3	3	0	2
ENSMUSG00000128783	0	0	0	0	0	0
ENSMUSG00000128785	1	0	0	2	0	0
ENSMUSG00000128786	0	0	0	0	0	0
ENSMUSG00000128787	0	1	0	1	1	1
ENSMUSG00000128788	0	0	0	0	0	0
ENSMUSG00000128789	0	0	0	0	0	0
ENSMUSG00000128790	0	0	0	0	0	0
ENSMUSG00000128791	30	23	16	18	20	14
ENSMUSG00000128792	0	0	0	0	0	0
ENSMUSG00000128794	0	0	0	0	0	0
ENSMUSG00000128795	0	0	0	0	0	0
ENSMUSG00000128796	0	0	0	0	0	0
ENSMUSG00000128797	0	0	0	0	0	1
ENSMUSG00000128799	2	4	2	2	2	1
ENSMUSG00000128800	0	0	0	0	0	0
ENSMUSG00000128801	2	1	3	3	2	3
ENSMUSG00000128802	1	0	0	0	0	0
ENSMUSG00000128803	0	0	0	0	0	0
ENSMUSG00000128804	0	0	0	0	0	0
ENSMUSG00000128805	0	0	0	0	0	0
ENSMUSG00000128806	0	0	0	0	0	0
ENSMUSG00000128807	16	6	10	9	19	10
ENSMUSG00000128808	1	1	0	0	1	0
ENSMUSG00000128809	0	0	0	0	0	0
ENSMUSG00000128810	27	16	18	28	21	23
ENSMUSG00000128811	0	0	0	0	0	0
ENSMUSG00000128812	0	0	1	0	0	0
ENSMUSG00000128813	1	5	0	1	2	1
ENSMUSG00000128814	0	2	3	3	0	1
ENSMUSG00000128815	2	0	1	0	1	0
ENSMUSG00000128816	0	0	1	0	1	0
ENSMUSG00000128817	0	0	0	0	0	0
ENSMUSG00000128818	0	0	0	2	0	0
ENSMUSG00000128819	0	0	0	0	0	0
ENSMUSG00000128820	1	0	0	0	1	0
ENSMUSG00000128822	0	0	0	0	0	0
ENSMUSG00000128823	0	0	0	0	0	0
ENSMUSG00000128824	0	0	0	0	0	0
ENSMUSG00000128825	3	3	4	4	3	3
ENSMUSG00000128826	0	0	0	1	0	0
ENSMUSG00000128827	75	77	75	123	86	91
ENSMUSG00000128828	0	0	0	3	0	0
ENSMUSG00000128829	0	0	0	0	0	0
ENSMUSG00000128830	3	4	3	1	4	4
ENSMUSG00000128831	4	6	3	5	4	11
ENSMUSG00000128832	2	0	0	0	0	0
ENSMUSG00000128833	0	1	0	0	0	0
ENSMUSG00000128834	0	0	0	0	0	1
ENSMUSG00000128835	7	14	4	2	10	6
ENSMUSG00000128836	0	0	0	0	0	0
ENSMUSG00000128837	1	2	1	2	1	5
ENSMUSG00000128838	1	0	0	0	0	0
ENSMUSG00000128839	0	1	0	1	1	3
ENSMUSG00000128840	0	0	0	0	0	0
ENSMUSG00000128841	0	0	0	0	0	0
ENSMUSG00000128842	0	1	1	0	0	2
ENSMUSG00000128843	1	10	7	11	7	7
ENSMUSG00000128844	2	2	1	1	0	0
ENSMUSG00000128845	0	1	0	0	0	0
ENSMUSG00000128846	27	21	19	24	13	8
ENSMUSG00000128847	0	0	0	0	0	0
ENSMUSG00000128848	0	0	0	0	0	0
ENSMUSG00000128849	0	0	0	0	0	0
ENSMUSG00000128850	0	0	0	0	0	0
ENSMUSG00000128851	4	2	2	12	7	8
ENSMUSG00000128852	1	0	0	0	0	0
ENSMUSG00000128853	0	0	0	0	0	0
ENSMUSG00000128854	25	17	16	35	14	32
ENSMUSG00000128855	0	0	0	0	0	0
ENSMUSG00000128856	0	0	0	0	0	0
ENSMUSG00000128857	1	5	0	4	1	2
ENSMUSG00000128858	26	22	25	13	17	13
ENSMUSG00000128859	0	0	2	0	0	0
ENSMUSG00000128860	5	5	6	8	1	11
ENSMUSG00000128861	32	33	25	34	33	17
ENSMUSG00000128862	1	2	0	0	3	1
ENSMUSG00000128863	1	5	3	3	2	5
ENSMUSG00000128865	0	0	0	0	0	0
ENSMUSG00000128866	5	0	0	1	0	2
ENSMUSG00000128867	7	6	7	12	13	14
ENSMUSG00000128868	0	0	0	0	0	0
ENSMUSG00000128869	34	26	38	30	36	45
ENSMUSG00000128870	0	0	0	0	0	0
ENSMUSG00000128871	10	5	9	8	16	13
ENSMUSG00000128872	0	0	0	0	0	0
ENSMUSG00000128873	1	1	0	0	0	0
ENSMUSG00000128874	37	36	34	45	50	44
ENSMUSG00000128875	0	0	0	0	0	0
ENSMUSG00000128876	1	1	3	1	1	3
ENSMUSG00000128877	0	0	0	1	0	0
ENSMUSG00000128878	4	4	11	7	7	7
ENSMUSG00000128879	1	2	0	0	2	0
ENSMUSG00000128880	0	0	0	0	0	0
ENSMUSG00000128881	6	3	4	6	5	8
ENSMUSG00000128882	0	0	0	0	0	0
ENSMUSG00000128883	0	0	0	0	0	0
ENSMUSG00000128884	2	1	2	1	0	2
ENSMUSG00000128885	0	0	0	0	0	0
ENSMUSG00000128886	0	1	1	1	4	3
ENSMUSG00000128887	11	9	2	10	4	14
ENSMUSG00000128888	0	0	0	0	0	0
ENSMUSG00000128889	63	85	57	51	50	50
ENSMUSG00000128890	0	0	0	0	0	0
ENSMUSG00000128891	40	49	50	56	37	37
ENSMUSG00000128892	12	23	11	12	9	7
ENSMUSG00000128893	0	0	0	0	0	0
ENSMUSG00000128894	21	27	20	28	31	24
ENSMUSG00000128895	0	0	0	0	0	0
ENSMUSG00000128896	1	0	0	1	0	0
ENSMUSG00000128897	2	1	0	0	1	1
ENSMUSG00000128898	0	0	0	0	0	0
ENSMUSG00000128899	0	0	0	0	1	0
ENSMUSG00000128900	0	0	0	0	0	0
ENSMUSG00000128901	2	0	0	0	0	1
ENSMUSG00000128902	0	2	1	0	0	0
ENSMUSG00000128903	4	3	0	3	0	2
ENSMUSG00000128904	0	0	0	0	0	0
ENSMUSG00000128905	0	1	0	0	0	0
ENSMUSG00000128906	0	0	0	0	0	0
ENSMUSG00000128907	0	0	3	0	1	0
ENSMUSG00000128908	2	0	0	0	0	1
ENSMUSG00000128909	0	0	0	0	0	0
ENSMUSG00000128910	1	1	0	0	3	1
ENSMUSG00000128911	0	0	0	0	0	0
ENSMUSG00000128912	0	0	0	0	0	0
ENSMUSG00000128913	0	0	0	0	0	0
ENSMUSG00000128914	0	0	1	0	2	2
ENSMUSG00000128916	1	3	0	1	1	0
ENSMUSG00000128917	3	0	2	3	1	1
ENSMUSG00000128918	3	1	0	1	0	1
ENSMUSG00000128919	0	0	0	0	0	0
ENSMUSG00000128920	0	1	0	0	2	1
ENSMUSG00000128921	0	0	0	0	0	0
ENSMUSG00000128922	15	15	9	18	16	10
ENSMUSG00000128923	2	1	3	4	2	10
ENSMUSG00000128924	0	0	0	0	0	0
ENSMUSG00000128925	0	0	0	0	0	0
ENSMUSG00000128926	1	1	1	0	1	2
ENSMUSG00000128928	3	3	1	2	0	4
ENSMUSG00000128929	0	0	0	0	0	0
ENSMUSG00000128930	3	4	3	2	3	11
ENSMUSG00000128931	0	0	0	0	0	0
ENSMUSG00000128932	1	4	2	7	1	6
ENSMUSG00000128933	0	1	0	1	0	0
ENSMUSG00000128934	0	0	0	0	0	0
ENSMUSG00000128935	0	0	0	6	1	2
ENSMUSG00000128936	0	0	0	0	0	0
ENSMUSG00000128937	38	30	28	61	49	50
ENSMUSG00000128938	0	0	0	0	0	0
ENSMUSG00000128939	13	6	10	20	19	13
ENSMUSG00000128940	0	0	0	0	0	0
ENSMUSG00000128941	0	0	1	0	0	0
ENSMUSG00000128942	0	0	0	0	0	0
ENSMUSG00000128943	0	0	0	0	0	0
ENSMUSG00000128944	0	0	0	0	0	0
ENSMUSG00000128945	0	1	0	0	0	0
ENSMUSG00000128946	0	0	0	0	0	0
ENSMUSG00000128947	24	14	32	7	23	12
ENSMUSG00000128948	16	9	3	9	8	13
ENSMUSG00000128949	0	0	0	0	1	1
ENSMUSG00000128950	0	0	0	0	0	0
ENSMUSG00000128951	0	1	0	0	0	0
ENSMUSG00000128952	1	0	0	0	0	0
ENSMUSG00000128953	0	0	0	0	0	0
ENSMUSG00000128954	0	0	0	3	0	0
ENSMUSG00000128955	0	0	0	0	0	0
